C:\Users\impar\Pictures\Datasets\Top Rated Tv series.csvorigin_country,original_name,overview,popularity,first_air_date,vote_average,vote_count
['DE'],Tribes of Europa,"2074. In the wake of a mysterious global disaster, war rages between the Tribes that have emerged from the wreckage of Europe. Three siblings from the peaceful Origine tribe are separated and forced to forge their own paths in an action-packed fight for the future of this new Europa.",4.95,2021-02-19,7.036,370
['US'],Vinyl,"In 1970s New York, jaded record exec Richie Finestra tries to resurrect his failing label and fractured personal life while keeping his finger on the pulse of the city's new sound.",2.05,2016-02-14,7.032,219
['US'],Wonder Woman,"With the strength of Hercules, the wisdom of Athena, the speed of Mercury and the beauty of Aphrodite, she’s Wonder Woman. Beautiful Amazon princess Wonder Woman travels to 1940s America disguised as Diana Prince, assistant to handsome but trouble-prone Major Steve Trevor. Using her golden belt, which imbues her with astonishing strength, her bullet-deflecting bracelets, a golden lasso that dispels dishonesty and an invisible supersonic plane, Wonder Woman combats evil.",14.25,1975-11-07,7.032,464
['US'],Diff'rent Strokes,"The series stars Gary Coleman and Todd Bridges as Arnold and Willis Jackson, two African American boys from Harlem who are taken in by a rich white Park Avenue businessman named Phillip Drummond and his daughter Kimberly, for whom their deceased mother previously worked. During the first season and first half of the second season, Charlotte Rae also starred as the Drummonds' housekeeper, Mrs. Garrett.",60.0,1978-11-03,7.0,277
['US'],FlashForward,"When the entire world blacks out for two minutes and seventeen seconds, everyone sees a flash of their own future 6 months from the present. For some, the future is hopeful, while for others, it is unexpected. For a few, it doesn't seem to exist. Knowing their fate will alter each person's life, destinies will be changed.",9.35,2009-09-24,7.03,483
['US'],Madagascar: A Little Wild,"The early years of the Madagascar heroes Alex the Lion, Marty the Zebra, Melman the Giraffe and Gloria the Hippo, as they grow up in a rescue habitat at the Central Park Zoo.",41.2,2020-09-07,7.0,257
['US'],Nine Perfect Strangers,"At a boutique health-and-wellness resort that promises healing and transformation, nine stressed city dwellers try to get on a path to a better way of living. Watching over them during this 10-day retreat is the resort's director, Masha, a woman on a mission to reinvigorate their tired minds and bodies. However, these nine ""perfect"" strangers have no idea what is about to hit them.",6.55,2021-08-18,7.029,477
['US'],L.A.'s Finest,"Syd Burnett has left her complicated past behind to become an LAPD detective. Paired with a new partner, Nancy McKenna, a working mom with an equally complex past, Syd is pushed to examine whether her unapologetic lifestyle might be masking a greater personal secret. These two women don't agree on much, but they find common ground when it comes to taking on the most dangerous criminals in Los Angeles.",8.55,2019-05-13,7.0,236
['US'],Condor,"Young CIA analyst Joe Turner has his idealism tested when he learns that the CIA has been using an algorithm he developed to spy on American citizens, leading the organization to a terrorist plot that threatens the lives of millions.  Inspired by Sydney Pollack’s 1975 political thriller Three Days of the Condor.",5.65,2018-06-06,7.028,229
['US'],Daybreak,"Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs.",2.95,2019-10-24,7.0,436
['US'],A Murder at the End of the World,"Gen Z amateur sleuth and tech-savvy hacker Darby Hart and eight other guests are invited by a reclusive billionaire to participate in a retreat at a remote location. When one of the other guests is found dead, Darby must use her skills to prove it was murder before the killer takes another life.",8.035,2023-11-14,7.0,207
"['ES', 'GB']",Pocoyo,"Pocoyo, the curious toddler dressed all in blue, joins Pato the yellow duck, Elly the pink elephant, Loula the dog, Sleepy Bird and many others in learning new things and having fun.",103.095,2005-05-10,7.0,447
['US'],The Girlfriend Experience,"Explore the relationships between exclusive escorts and their clients, for whom they provide far more than just sex. Known as GFEs, they are women who provide “The Girlfriend Experience”—emotional and sexual relationships at a very high price.",31.955000000000002,2016-04-10,7.016,416
['US'],The Cosby Show,"The Cosby Show is an American television situation comedy starring Bill Cosby, which aired for eight seasons on NBC from September 20, 1984 until April 30, 1992. The show focuses on the Huxtable family, an upper middle-class African-American family living in Brooklyn, New York.",46.2175,1984-09-20,7.015,420
['US'],The Patient,A psychotherapist finds himself held prisoner by a serial killer with an unusual request: curb his homicidal urges.,7.8925,2022-08-30,7.0,263
"['CA', 'US']",You Me Her,"An unusual, real-world romance involving relatable people, with one catch - there are three of them! You Me Her infuses the sensibilities of a smart, grounded indie rom-com with a distinctive twist: one of the two parties just happens to be a suburban married couple.",24.78,2016-03-22,7.0,411
['US'],Mildred Pierce,"Mildred Pierce depicts an overprotective, self-sacrificing mother during the Great Depression who finds herself separated from her husband, opening a restaurant of her own and falling in love with a man, all the while trying to earn her spoiled, narcissistic daughter's love and respect.",6.234999999999999,2011-03-27,7.0,230
['US'],CatDog,"The life and times of a cat and a dog with a unique twist: they're connected, literally. They share one body with a Dog's head at one end and Cat's head on the other. Adding to their dilemma is Cat's annoyance with Dog, mainly caused by Dog's stupidity and Cat's up-tight personality. Characters: Cat - Cat is the smarter one of the two brothers, and is always hatching some kind of plot to get his brother to calm down, so that Cat doesn't get beat around and hurt. Even though most of these plots involve messing with Dog's feeble mind, they often backfire on Cat, much to his dismay. It may not show all the time but, he deeply loves, and cares for his brother Dog. Dog - Dog is the more lovable of the two brothers, Dog loves to play and party and play some more, he loves baseball and playing fetch with frisbees, balls, sticks, etc, He is very friendly, and happy, but does have a breaking point. He's very sensitive, and if he fails at something he feels horrible, and worthless",19.46,1998-04-04,7.0,402
['US'],Black Lightning,"Jefferson Pierce is a man wrestling with a secret. As the father of two daughters and principal of a charter high school that also serves as a safe haven for young people in a New Orleans neighborhood overrun by gang violence, he is a hero to his community.",30.917499999999997,2018-01-16,7.0,885
['US'],Halo 4: Forward Unto Dawn,UNSC Cadet Thomas Lasky must conquer his inner fears and join forces with super-soldier John-117 to take down a massive faction of the Covenant.,20.6275,2012-10-05,7.0,755
['US'],Taz-Mania,"The wildest teenager south of the Equator, Taz lives to party. With his insatiable appetite, he tends to eat everything in sight. The oldest child in a family of five, Taz works at a rather bizarre coastal resort, the Hotel Tasmania, as a bellhop, busboy to earn party money.",14.5875,1991-09-07,7.0,234
['US'],Black Summer,"In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.",17.020000000000003,2019-04-11,7.001,538
['GB'],Dracula,"Transylvania, 1897. The blood-drinking Count Dracula is drawing his plans against Victorian London. And be warned: the dead travel fast.",16.612499999999997,2020-01-01,7.0,737
['US'],Mars,"The maiden crew of the Daedalus spacecraft must push itself to the brink of human capability in order to successfully establish the first sustainable colony on Mars. Set both in the future and in the present day, this series blends scripted elements set in the future with documentary vérité interviews with today’s best and brightest minds in modern science and innovation, illuminating how research and development is creating the space technology that will enable our first attempt at a mission to Mars.",13.2,2016-11-14,7.0,334
['US'],PAW Patrol,"Marshall, Rocky, Rubble, Zuma and Skye are doing their best to protect the people of their town. Led by Ryder, a tech-savvy 10-year-old boy, each of them is equipped with special equipment and together they help anyone who finds themselves in trouble. No task is too big for them and no puppy is too small.",250.1325,2013-08-12,7.0,765
